from	target_from
chr9:131018107-131038268	GOLGA2
chr9:131038424-131051268	SWI5
chr9:13105702-13279563	MPDZ
chr9:131071378-131085059	TRUB2
chr9:131084786-131096351	COQ4
chr9:131102838-131123749	SLC27A4
chr9:131133597-131154295	URM1
chr9:131182758-131199630	CERCAM
chr9:131218284-131257119	ODF2
chr9:131266970-131302156	GLE1
chr9:131313100-131313600	.
chr9:131314836-131395944	SPTAN1
chr9:131316686-131317247	.
chr9:131320667-131321666	.
chr9:131387577-131389113	.
chr9:131395939-131419129	WDR34
chr9:131446530-131447030	.
chr9:131450463-131452481	.
chr9:131451508-131458675	SET
chr9:131464782-131483199	PKN3
chr9:131483148-131486408	ZDHHC12
chr9:131485626-131486990	.
chr9:131486740-131495522	LOC100506100
chr9:131492066-131534213	ZER1
chr9:131495388-131495888	.
chr9:131533266-131534986	.
chr9:131549485-131572711	TBC1D13
chr9:131580778-131584955	ENDOG
chr9:131581929-131592100	SPOUT1
chr9:131595391-131644354	KYAT1
chr9:131625771-131626467	.
chr9:131644390-131680317	LRRC8A
chr9:131683173-131704320	PHYHD1
chr9:131707808-131710012	DOLK
chr9:131709971-131769375	NUP188
chr9:131770071-131790632	SH3GLB2
chr9:131798789-131834361	MIGA2
chr9:131842928-131844179	.
chr9:131843382-131852717	DOLPP1
chr9:131857072-131873077	CRAT
chr9:131872054-131874521	.
chr9:131873592-131911225	PTPA
chr9:131937830-131940540	IER5L
chr9:132016047-132017057	.
chr9:132020311-132021100	.
chr9:132030879-132031530	.
chr9:132033317-132033817	.
chr9:132044694-132047998	LOC101929331
chr9:132085479-132085979	.
chr9:132090333-132090833	.
chr9:132090922-132091422	.
chr9:132095811-132097457	.
chr9:132099201-132109756	LINC01503
chr9:132105827-132106590	.
chr9:132113252-132113752	.
chr9:132113899-132114926	.
chr9:132115083-132115984	.
chr9:132199988-132200991	.
chr9:132212927-132214577	.
chr9:132220327-132222043	.
chr9:132222114-132223665	.
chr9:132227190-132228016	.
chr9:132238919-132239653	.
chr9:132244077-132246311	.
chr9:132250938-132275965	LINC00963
chr9:132257401-132260500	.
chr9:132310581-132313385	.
chr9:132317926-132318524	.
chr9:132318643-132320085	.
chr9:132368624-132369205	.
chr9:132369474-132370349	.
chr9:132371198-132371698	.
chr9:132371769-132372509	.
chr9:132372656-132373765	.
chr9:132388115-132389596	.
chr9:132388431-132398410	NTMT1
chr9:132396882-132404448	ASB6
chr9:132458725-132459706	.
chr9:132459870-132461025	.
chr9:132473987-132475273	.
chr9:132524328-132526090	.
chr9:132539308-132539808	.
chr9:132552514-132553137	.
chr9:132565421-132573568	TOR1B
chr9:132575220-132586441	TOR1A
chr9:132589563-132597572	C9orf78
chr9:132597695-132644117	USP20
chr9:132646178-132647104	.
chr9:132647459-132648403	.
chr9:132649465-132805473	FNBP1
chr9:13266125-13266625	.
chr9:132672827-132673327	.
chr9:132680993-132681493	.
chr9:132697017-132697910	.
chr9:132700448-132701344	.
chr9:132724610-132725754	.
chr9:132726317-132726868	.
chr9:132726963-132728021	.
chr9:132730858-132731429	.
chr9:132743700-132744300	.
chr9:132815984-132902448	GPR107
chr9:132835661-132836161	.
chr9:132869334-132869834	.
chr9:132872694-132873480	.
chr9:132886502-132887176	.
chr9:132890964-132891623	.
chr9:132891629-132892347	.
chr9:132900988-132901623	.
chr9:132902888-132906498	LOC401554
chr9:132934856-132999583	NCS1
chr9:132935475-132936360	.
chr9:132937065-132937681	.
chr9:132940714-132941214	.
chr9:132947157-132948211	.
chr9:132949394-132949894	.
chr9:133002813-133003313	.
chr9:133028157-133309510	HMCN2
chr9:133320093-133376661	ASS1
chr9:133320806-133321306	.
chr9:133321405-133322473	.
chr9:133327024-133327751	.
chr9:133328570-133329378	.
chr9:133452736-133454881	LOC100272217
chr9:133454959-133513739	FUBP3
chr9:133565199-133566101	.
chr9:133568587-133569396	.
chr9:133569146-133580281	EXOSC2
chr9:133576386-133576988	.
chr9:133587661-133588796	.
chr9:133588920-133589420	.
chr9:133655654-133657065	.
chr9:133670394-133670984	.
chr9:133698852-133699352	.
chr9:133699373-133700966	.
chr9:133709557-133711828	.
chr9:133710641-133763062	ABL1
chr9:133712331-133713011	.
chr9:133720943-133722406	.
chr9:133722565-133723733	.
chr9:133735931-133736647	.
chr9:133738897-133739397	.
chr9:133741699-133742323	.
chr9:133745968-133746573	.
chr9:133748354-133748854	.
chr9:13377073-13377634	.
chr9:133884503-133968446	LAMC3
chr9:133971862-133998539	AIF1L
chr9:134000697-134001200	.
chr9:134000947-134110057	NUP214
chr9:134054815-134055434	.
chr9:134089818-134090888	.
chr9:134101842-134102342	.
chr9:134102713-134103213	.
chr9:134113092-134113829	.
chr9:134129541-134130041	.
chr9:134131559-134132550	.
chr9:134133464-134151906	FAM78A
chr9:134141393-134141893	.
chr9:134149607-134150107	.
chr9:134150514-134151014	.
chr9:134153320-134153820	.
chr9:134165080-134184649	PLPP7
chr9:134195291-134196148	.
chr9:134279837-134281203	.
chr9:134293893-134294393	.
chr9:134297869-134299139	.
chr9:134305476-134375575	PRRC2B
chr9:134311526-134312149	.
chr9:134339623-134340123	.
chr9:134342454-134343059	.
chr9:134353704-134354204	.
chr9:134377783-134378822	.
chr9:134378288-134399193	POMT1
chr9:134399182-134406662	UCK1
chr9:13444080-13444580	.
chr9:134483803-134484581	.
chr9:134485631-134486228	.
chr9:134510622-134511122	.
chr9:134517169-134517669	.
chr9:134526713-134527390	.
chr9:134531669-134532169	.
chr9:134533632-134534359	.
chr9:134549426-134549926	.
chr9:134552340-134553706	.
chr9:134553736-134554236	.
chr9:134572275-134573217	.
chr9:134583020-134583520	.
chr9:134589426-134590187	.
chr9:134735496-134955274	MED27
chr9:13484957-13485457	.
chr9:134924684-134925701	.
chr9:135040075-135040816	.
chr9:135136826-135230372	SETX
chr9:13521440-13522033	.
chr9:135250936-135282238	TTF1
chr9:13526142-13526642	.
chr9:135468383-135545788	DDX31
chr9:135544640-135546083	.
chr9:135545421-135570342	GTF3C4
chr9:135574474-135574974	.
chr9:135644156-135645923	.
chr9:135732332-135732832	.
chr9:135746555-135747247	.
chr9:135753367-135754890	.
chr9:135754277-135765419	SPACA9
chr9:135766734-135820020	TSC1
chr9:135772173-135772767	.
chr9:135777148-135777738	.
chr9:135819755-135821181	.
chr9:13588207-13588707	.
chr9:135903538-135905809	LOC105376306
chr9:135905559-135906579	.
chr9:135906061-135933890	GTF3C5
chr9:136047053-136047553	.
chr9:136055237-136055737	.
chr9:136060323-136060823	.
chr9:136061347-136061847	.
chr9:136074969-136075774	.
chr9:136130562-136150630	ABO
chr9:136132651-136133950	.
chr9:136145320-136145820	.
chr9:136146928-136147428	.
chr9:136149896-136151863	.
chr9:136197542-136203047	SURF6
chr9:136202797-136203320	.
chr9:136207750-136215011	MED22
chr9:136213545-136214277	.
chr9:136214288-136215488	.
chr9:136215068-136218280	RPL7A
chr9:136218659-136223361	SURF1
chr9:136223111-136224049	.
chr9:136223420-136228041	SURF2
chr9:136228435-136228935	.
chr9:136229473-136229973	.
chr9:136230296-136230796	.
chr9:136323998-136326214	.
chr9:136325086-136335909	CACFD1
chr9:136351053-136351862	.
chr9:136357520-136358020	.
chr9:136364172-136364672	.
chr9:136370550-136371488	.
chr9:136371507-136372228	.
chr9:136374337-136374837	.
chr9:136379458-136379958	.
chr9:136391517-136392017	.
chr9:136392375-136393228	.
chr9:136399974-136440641	ADAMTSL2
chr9:136441893-136442864	.
chr9:136446512-136447324	.
chr9:136449783-136450283	.
chr9:136519708-136522530	DBH-AS1
chr9:136523430-136524301	.
chr9:136528683-136605077	SARDH
chr9:136530222-136530722	.
chr9:136544405-136545087	.
chr9:136602721-136603787	.
chr9:136608016-136608696	.
chr9:136624521-136625357	.
chr9:136635599-136636294	.
chr9:136642191-136642691	.
chr9:136647213-136648065	.
chr9:136658107-136658607	.
chr9:136676009-136676509	.
chr9:136890560-136896719	LINC00094
chr9:137028291-137030282	.
chr9:137122527-137123528	.
chr9:137135581-137136081	.
chr9:137155417-137155917	.
chr9:13716576-13717076	.
chr9:137208259-137209134	.
chr9:137215690-137216190	.
chr9:137216959-137218581	.
chr9:137218308-137332432	RXRA
chr9:137218872-137219372	.
chr9:137220787-137221390	.
chr9:137221650-137222150	.
chr9:13726672-13727172	.
chr9:137460824-137461324	.
chr9:137533650-137736688	COL5A1
chr9:137534295-137535685	.
chr9:137536425-137537634	.
chr9:137549982-137550482	.
chr9:137553652-137554656	.
chr9:137561268-137562016	.
chr9:137562417-137562917	.
chr9:137563103-137563754	.
chr9:137569369-137569869	.
chr9:137572716-137573216	.
chr9:137581336-137581836	.
chr9:137585623-137586123	.
chr9:137590192-137591598	.
chr9:137670612-137671112	.
chr9:137687838-137688484	.
chr9:137691342-137692075	.
chr9:137692527-137693333	.
chr9:137699278-137700105	.
chr9:137704018-137704588	.
chr9:137711260-137764464	LOC101448202
chr9:137745186-137745809	.
chr9:137750175-137750853	.
chr9:137752270-137752770	.
chr9:137755001-137755501	.
chr9:137755791-137756383	.
chr9:137787011-137787511	.
chr9:137787647-137789056	.
chr9:137789287-137790055	.
chr9:137795081-137809849	FCN1
chr9:13787253-13788000	.
chr9:137967102-138013030	OLFM1
chr9:137977751-137978791	.
chr9:137979159-137979659	.
chr9:137990177-137990677	.
chr9:138107263-138107763	.
chr9:138108482-138109267	.
chr9:138231803-138232738	.
chr9:138453351-138453851	.
chr9:138466520-138467020	.
chr9:138495689-138496189	.
chr9:138496525-138497365	.
chr9:138739677-138740177	.
chr9:138749012-138749512	.
chr9:13899781-13900967	.
chr9:13904396-13904896	.
chr9:139098181-139137687	QSOX2
chr9:139131356-139131856	.
chr9:139323066-139334274	INPP5E
chr9:13941726-13943143	.
chr9:13961965-13962528	.
chr9:13971850-13972350	.
chr9:140172279-140177093	TOR4A
chr9:140194082-140196703	NRARP
chr9:140260596-140317714	EXD3
chr9:14027089-14027589	.
chr9:140300911-140302844	.
chr9:14030194-14031584	.
chr9:140317846-140328858	NOXA1
chr9:140342022-140353786	NSMF
chr9:140354403-140445021	PNPLA7
chr9:140446308-140447007	MRPL41
chr9:140448895-140473387	DPH7
chr9:140476530-140484937	ZMYND19
chr9:140500091-140509812	ARRDC1
chr9:140509783-140513347	ARRDC1-AS1
chr9:140513443-140730578	EHMT1
chr9:140657473-140659224	EHMT1-IT1
chr9:14081841-14314045	NFIB
chr9:14132707-14133207	.
chr9:14133322-14133822	.
chr9:14198641-14199532	.
chr9:14203287-14203787	.
chr9:14219246-14220271	.
chr9:14240678-14241178	.
chr9:14251266-14252074	.
chr9:14271041-14271699	.
chr9:14273957-14274457	.
chr9:14277064-14277674	.
chr9:14347260-14347760	.
chr9:14348804-14349304	.
chr9:14353399-14353899	.
chr9:14395623-14396215	.
chr9:14400520-14401269	.
chr9:14428710-14429210	.
chr9:14433194-14434383	.
chr9:14611068-14693480	ZDHHC21
chr9:14662816-14663316	.
chr9:14899751-14900251	.
chr9:14909962-14910462	.
chr9:14992972-14993574	.
chr9:14993324-15019722	LOC389705
chr9:15134922-15135607	.
chr9:15170841-15307358	TTC39B
chr9:15211383-15212563	.
chr9:15243020-15243586	.
chr9:15243757-15244360	.
chr9:15277718-15278218	.
chr9:15293666-15294504	.
chr9:15295443-15296591	.
chr9:15305872-15307841	.
chr9:15370395-15371112	.
chr9:15372839-15373629	.
chr9:15377663-15378586	.
chr9:15401182-15401682	.
chr9:15421810-15423031	.
chr9:15422781-15461627	SNAPC3
chr9:15470641-15511017	PSIP1
chr9:15509876-15511818	.
chr9:15551967-15553833	.
chr9:15553004-15974037	CCDC171
chr9:15606595-15607095	.
chr9:16039082-16039823	.
chr9:16074665-16075413	.
chr9:16092366-16093277	.
chr9:16100427-16101188	.
chr9:16103350-16104709	.
chr9:16104824-16105324	.
chr9:16120142-16120642	.
chr9:16121547-16122047	.
chr9:16150436-16151017	.
chr9:16153700-16154200	.
chr9:16154360-16154860	.
chr9:16192032-16193218	.
chr9:16211896-16212492	.
chr9:16213766-16214266	.
chr9:16214280-16215346	.
chr9:16245573-16246073	.
chr9:16257431-16258141	.
chr9:16258318-16259291	.
chr9:16266848-16268318	.
chr9:16282106-16282960	.
chr9:16308671-16310305	.
chr9:16310318-16310818	.
chr9:16315391-16316731	.
chr9:16316736-16317447	.
chr9:16329500-16330253	.
chr9:16352197-16353392	.
chr9:16409500-16870786	BNC2
chr9:16417034-16417666	.
chr9:16477758-16478258	.
chr9:16505817-16506317	.
chr9:16515260-16516318	.
chr9:16543206-16544100	.
chr9:16582400-16583227	.
chr9:16653291-16654393	.
chr9:16655593-16656093	.
chr9:16704254-16705803	.
chr9:16708561-16709154	.
chr9:16718847-16719347	.
chr9:16721412-16722682	.
chr9:16726577-16727534	.
chr9:16727709-16728522	.
chr9:16729218-16730173	.
chr9:16752029-16753036	.
chr9:16783823-16784323	.
chr9:16794945-16795855	.
chr9:16828318-16829405	.
chr9:16866482-16867161	.
chr9:16867461-16868490	.
chr9:16869488-16869988	.
chr9:16870167-16872438	.
chr9:16884353-16885259	.
chr9:17004433-17005585	.
chr9:17017840-17018655	.
chr9:17134260-17136135	.
chr9:17134988-17168560	CNTLN
chr9:17361836-17362336	.
chr9:18071607-18072107	.
chr9:18127394-18128030	.
chr9:18129047-18129662	.
chr9:18213176-18213676	.
chr9:18437447-18438837	.
chr9:18442548-18443048	.
chr9:18447012-18447661	.
chr9:18472792-18473523	.
chr9:18474078-18684952	ADAMTSL1
chr9:18632740-18633240	.
chr9:18786770-18787411	.
chr9:18788190-18788690	.
chr9:18855564-18856338	.
chr9:18861522-18862617	.
chr9:19028770-19029270	.
chr9:19048334-19050809	.
chr9:19049371-19051021	RRAGA
chr9:19053134-19102940	HAUS6
chr9:19087386-19088022	.
chr9:19115758-19127604	PLIN2
chr9:19126419-19126919	.
chr9:19127253-19129224	.
chr9:19129689-19130189	.
chr9:19153772-19154483	.
chr9:19161388-19162177	.
chr9:19182535-19183035	.
chr9:19183915-19184932	.
chr9:19200159-19200659	.
chr9:19202325-19202825	.
chr9:19229657-19231971	.
chr9:19230762-19374266	DENND4C
chr9:19376253-19380235	RPS6
chr9:19379522-19380554	.
chr9:19431439-19432346	.
chr9:19441661-19442161	.
chr9:19457104-19457785	.
chr9:19464606-19465331	.
chr9:19493013-19493935	.
chr9:19894899-19895497	.
chr9:19925924-19926688	.
chr9:19934399-19934899	.
chr9:2013712-2016199	.
chr9:2015218-2193623	SMARCA2
chr9:2016372-2018524	.
chr9:20341662-20622542	MLLT3
chr9:20356252-20356901	.
chr9:20419497-20419997	.
chr9:20473472-20473972	.
chr9:20476848-20477348	.
chr9:20557834-20558334	.
chr9:20558574-20559074	.
chr9:20569398-20569898	.
chr9:20570094-20570594	.
chr9:20570673-20571173	.
chr9:20601259-20602215	.
chr9:20621092-20621592	.
chr9:20622265-20623164	.
chr9:20624715-20625215	.
chr9:20658307-20995954	FOCAD
chr9:20683180-20684480	.
chr9:20683300-20684749	FOCAD-AS1
chr9:20940527-20941525	.
chr9:20980437-20981907	.
chr9:20984443-20984943	.
chr9:20989935-20990435	.
chr9:21003622-21031674	HACD4
chr9:21030454-21031974	.
chr9:21096088-21097118	.
chr9:2126349-2127175	.
chr9:21329669-21335431	KLHL9
chr9:21334359-21335681	.
chr9:21357333-21357833	.
chr9:21395842-21396558	.
chr9:21402703-21403593	.
chr9:21549062-21549963	.
chr9:2157249-2158772	.
chr9:21576181-21577005	.
chr9:2159757-2160507	.
chr9:21657128-21657628	.
chr9:21801841-21802884	.
chr9:21802634-21865969	MTAP
chr9:21803022-21803522	.
chr9:21813801-21814496	.
chr9:22010854-22011354	.
chr9:22158778-22159481	.
chr9:2241469-2243201	.
chr9:2267069-2267713	.
chr9:2354141-2356081	.
chr9:2418338-2419108	.
chr9:2420383-2420883	.
chr9:2423969-2425093	.
chr9:2469458-2470584	.
chr9:2535654-2622373	VLDLR-AS1
chr9:2559213-2559898	.
chr9:25676386-25678856	TUSC1
chr9:25676948-25677784	.
chr9:2568595-2569095	.
chr9:2570413-2571493	.
chr9:25716179-25716679	.
chr9:2621773-2656103	VLDLR
chr9:2655283-2656072	.
chr9:2663392-2664742	.
chr9:2673811-2675006	.
chr9:26840682-26892826	CAAP1
chr9:26903367-26947468	PLAA
chr9:26955777-26956305	IFT74-AS1
chr9:26956370-27062931	IFT74
chr9:27085288-27085788	.
chr9:27086406-27086906	.
chr9:27109138-27230176	TEK
chr9:27117629-27118281	.
chr9:27124924-27125543	.
chr9:27276182-27276872	.
chr9:2728037-2728719	.
chr9:27280699-27281630	.
chr9:2729649-2730397	.
chr9:273047-465259	DOCK8
chr9:2731898-2732398	.
chr9:2732412-2732912	.
chr9:27325206-27529850	MOB3B
chr9:27333087-27333850	.
chr9:27334976-27335476	.
chr9:27336099-27336599	.
chr9:27338043-27339244	.
chr9:27339801-27340301	.
chr9:27340885-27341732	.
chr9:27353550-27354050	.
chr9:27356377-27357258	.
chr9:27365634-27366134	.
chr9:27367451-27368932	.
chr9:27377138-27377638	.
chr9:27394144-27395091	.
chr9:27395332-27395832	.
chr9:27401103-27401603	.
chr9:27407915-27408415	.
chr9:2741276-2742009	.
chr9:27431047-27431952	.
chr9:27433577-27434211	.
chr9:27436225-27436725	.
chr9:27437656-27438156	.
chr9:27445803-27446386	.
chr9:27457351-27457851	.
chr9:27460186-27461107	.
chr9:27468704-27469204	.
chr9:27471975-27472594	.
chr9:27473073-27473573	.
chr9:27474695-27476139	.
chr9:27514557-27515057	.
chr9:27527701-27530100	.
chr9:27533416-27534574	.
chr9:27539571-27540580	.
chr9:27545488-27545988	.
chr9:27546543-27573864	C9orf72
chr9:27547817-27548772	.
chr9:27549215-27549824	.
chr9:27572583-27574517	.
chr9:2804154-2844130	PUM3
chr9:2809015-2810431	.
chr9:2816741-2817241	.
chr9:2817801-2818806	.
chr9:2837619-2838785	.
chr9:2840493-2840993	.
chr9:2843878-2844763	.
chr9:2857425-2858034	.
chr9:31541622-31542122	.
chr9:31542300-31542926	.
chr9:3218296-3526001	RFX3
chr9:32379216-32379716	.
chr9:32383721-32385204	.
chr9:32384600-32450832	ACO1
chr9:32395798-32396298	.
chr9:32426016-32427490	.
chr9:32455299-32526322	DDX58
chr9:32506216-32507020	.
chr9:32540541-32552626	TOPORS
chr9:32552231-32553015	TOPORS-AS1
chr9:32553523-32573182	NDUFB6
chr9:32572179-32573701	.
chr9:32581063-32581970	.
chr9:32589019-32589801	.
chr9:32954440-32955132	.
chr9:32955288-32955788	.
chr9:32972603-33001639	APTX
chr9:33000970-33001983	.
chr9:33024003-33026288	.
chr9:33025200-33039906	DNAJA1
chr9:33041849-33076714	SMU1
chr9:33043801-33045114	.
chr9:33076449-33077033	.
chr9:33081116-33081722	.
chr9:33106951-33107818	.
chr9:33110638-33167356	B4GALT1
chr9:33129197-33129821	.
chr9:33130134-33130634	.
chr9:33132076-33132576	.
chr9:33135594-33136094	.
chr9:33139239-33140820	.
chr9:33150966-33151715	.
chr9:33158938-33160029	.
chr9:33160909-33161409	.
chr9:33162887-33163387	.
chr9:33164300-33164800	.
chr9:33165331-33167708	.
chr9:33166945-33179981	B4GALT1-AS1
chr9:33167874-33168374	.
chr9:33187503-33188003	.
chr9:33197241-33197741	.
chr9:33198067-33198567	.
chr9:33225532-33226244	.
chr9:33252469-33264759	BAG1
chr9:33264492-33265204	.
chr9:33264876-33282067	CHMP5
chr9:33286939-33287439	.
chr9:33289467-33291247	.
chr9:33290414-33371161	NFX1
chr9:33329001-33329501	.
chr9:33349712-33350212	.
chr9:33350287-33350787	.
chr9:33354378-33355354	.
chr9:33374858-33375581	.
chr9:3337509-3338009	.
chr9:33375932-33376432	.
chr9:33384947-33402680	AQP7
chr9:33390948-33392193	.
chr9:33393574-33394074	.
chr9:33403283-33403783	.
chr9:33415252-33415832	.
chr9:33441151-33447631	AQP3
chr9:33442922-33443422	.
chr9:33461350-33473941	NOL6
chr9:33466539-33467149	.
chr9:33473691-33474862	.
chr9:33504534-33511164	SUGT1P1
chr9:33624222-33625532	ANXA2P2
chr9:33816315-33818717	.
chr9:33817181-33920401	UBE2R2
chr9:33867953-33869082	.
chr9:33921690-34048947	UBAP2
chr9:33925092-33925592	.
chr9:34025033-34025533	.
chr9:34025653-34026230	.
chr9:34083908-34085077	.
chr9:34086380-34126771	DCAF12
chr9:34114398-34114898	.
chr9:34121900-34122400	.
chr9:34126184-34127291	.
chr9:34178433-34180466	.
chr9:34179002-34252521	UBAP1
chr9:34185935-34186681	.
chr9:34191242-34192090	.
chr9:34222471-34223235	.
chr9:34239965-34240465	.
chr9:34240811-34241311	.
chr9:34242903-34243403	.
chr9:34252852-34254254	.
chr9:34254319-34254819	.
chr9:34254854-34255354	.
chr9:34328767-34329894	.
chr9:34329503-34343711	NUDT2
chr9:34342932-34343632	.
chr9:34345704-34346204	.
chr9:34379175-34379979	.
chr9:34398181-34458568	FAM219A
chr9:34457146-34457646	.
chr9:34501758-34502546	.
chr9:34576883-34577383	.
chr9:34591617-34592117	.
chr9:34592919-34593419	.
chr9:34593793-34594674	.
chr9:34610481-34612110	RPP25L
chr9:34610949-34612664	.
chr9:34612739-34613239	.
chr9:34613541-34620520	DCTN3
chr9:34634718-34637823	SIGMAR1
chr9:34646335-34647473	.
chr9:34646585-34650595	GALT
chr9:34651822-34652637	.
chr9:34652181-34661898	IL11RA
chr9:34653066-34655197	.
chr9:34664159-34666053	LOC730098
chr9:34664222-34665011	.
chr9:34665305-34666747	.
chr9:3467550-3468050	.
chr9:34701096-34701699	.
chr9:34701907-34702553	.
chr9:34709001-34710164	CCL21
chr9:34985408-34989376	DNAJB5-AS1
chr9:34989637-34998430	DNAJB5
chr9:35035975-35036920	.
chr9:35056064-35072739	VCP
chr9:35073834-35080013	FANCG
chr9:35088684-35096546	PIGO
chr9:35099772-35103192	STOML2
chr9:35102704-35103836	.
chr9:35104117-35115908	FAM214B
chr9:35111340-35111987	.
chr9:35113999-35114499	.
chr9:35115001-35116273	.
chr9:35116569-35117264	.
chr9:35161988-35405332	UNC13B
chr9:3524501-3525001	.
chr9:3525480-3527460	.
chr9:35489184-35490484	.
chr9:35489829-35561895	RUSC2
chr9:35490523-35491602	.
chr9:35491960-35492678	.
chr9:35510574-35511795	.
chr9:35518966-35519466	.
chr9:35537838-35539652	.
chr9:35553152-35554472	.
chr9:35564460-35565236	.
chr9:35603393-35605781	.
chr9:35605280-35610038	TESK1
chr9:35645984-35647746	.
chr9:35646266-35647472	LOC101926948
chr9:35656778-35657493	.
chr9:35657599-35659449	.
chr9:35658286-35661500	CCDC107
chr9:35675658-35676158	.
chr9:35680669-35681242	.
chr9:35682922-35690053	TPM2
chr9:35686716-35687216	.
chr9:35688671-35689171	.
chr9:35689319-35691618	.
chr9:35696481-35697333	.
chr9:35697333-35732392	TLN1
chr9:35727804-35728630	.
chr9:35729666-35730166	.
chr9:35731693-35733270	.
chr9:35732316-35737005	CREB3
chr9:35736862-35749225	GBA2
chr9:35749276-35753264	RGP1
chr9:35756457-35758162	.
chr9:35770925-35771953	.
chr9:35792405-35809728	NPR2
chr9:35807781-35812259	SPAG8
chr9:35812956-35815042	HINT2
chr9:35814148-35815695	.
chr9:35828494-35830140	.
chr9:35829221-35854844	TMEM8B
chr9:35844680-35846260	.
chr9:35860270-35865515	LINC00950
chr9:35906848-35908867	.
chr9:35909479-35911617	LINC00961;SPAAR
chr9:35923657-35924670	.
chr9:35945566-35946147	.
chr9:36008684-36009184	.
chr9:36036909-36086280	RECK
chr9:36074821-36075579	.
chr9:36102869-36103451	.
chr9:36136532-36163910	GLIPR2
chr9:36162843-36164195	.
chr9:36164290-36164790	.
chr9:36165715-36166951	.
chr9:36190264-36191453	.
chr9:36190852-36212059	CLTA
chr9:36207711-36208611	.
chr9:36210852-36211352	.
chr9:36213415-36213915	.
chr9:36214011-36214993	.
chr9:36214438-36258496	GNE
chr9:36257729-36258229	.
chr9:36258246-36259005	.
chr9:36276596-36277240	.
chr9:36336398-36400296	RNF38
chr9:36354805-36355305	.
chr9:36383229-36384058	.
chr9:36400046-36401790	.
chr9:36406878-36407619	.
chr9:36470879-36471684	.
chr9:36485596-36486664	.
chr9:36486968-36488925	.
chr9:36543806-36544412	.
chr9:36624890-36625664	.
chr9:36765896-36766396	.
chr9:36779952-36780813	.
chr9:36818708-36819487	.
chr9:36862077-36862577	.
chr9:36873147-36873647	.
chr9:37079892-37090398	EBLN3P
chr9:371125-371820	.
chr9:37120468-37358145	ZCCHC7
chr9:37405235-37405735	.
chr9:37412463-37413063	.
chr9:37414874-37415629	.
chr9:37422706-37436986	GRHPR
chr9:37438099-37465407	ZBTB5
chr9:37451861-37452721	.
chr9:37464500-37466040	.
chr9:37466082-37466854	.
chr9:37471999-37472865	.
chr9:37485555-37486181	.
chr9:37485931-37503694	POLR1E
chr9:37487112-37487612	.
chr9:37501878-37502597	.
chr9:3751015-3751615	.
chr9:37510888-37576250	FBXO10
chr9:37576000-37577016	.
chr9:37582525-37583025	.
chr9:37588411-37592636	TOMM5
chr9:37753799-37778969	TRMT10B
chr9:37779710-37785089	EXOSC3
chr9:37784660-37785370	.
chr9:37800782-37867665	DCAF10
chr9:37877571-37904350	SLC25A51
chr9:37903510-37905109	.
chr9:37908612-37909112	.
chr9:37911089-37911697	.
chr9:37913521-37914021	.
chr9:37915894-38069210	SHB
chr9:37916555-37917807	.
chr9:37937966-37938905	.
chr9:37943615-37944329	.
chr9:38008045-38008545	.
chr9:38018921-38019421	.
chr9:38023911-38024884	.
chr9:38025969-38026696	.
chr9:38047088-38048196	.
chr9:38066590-38067869	.
chr9:38087895-38088395	.
chr9:38162175-38162675	.
chr9:3824127-4152183	GLIS3
chr9:38274831-38275331	.
chr9:38293920-38295011	.
chr9:38309282-38309782	.
chr9:38311300-38311800	.
chr9:38362927-38363517	.
chr9:38376183-38376683	.
chr9:38376704-38377204	.
chr9:38380873-38381504	.
chr9:38388197-38388697	.
chr9:38388775-38389391	.
chr9:38392660-38398662	ALDH1B1
chr9:38400558-38401058	.
chr9:38432861-38433361	.
chr9:3868353-3869014	.
chr9:38713333-38714190	.
chr9:3962303-3963747	.
chr9:3980653-3981278	.
chr9:4039674-4040174	.
chr9:4057322-4057822	.
chr9:4069514-4070014	.
chr9:4083917-4084852	.
chr9:4086494-4087125	.
chr9:4087289-4087789	.
chr9:4093187-4093687	.
chr9:4096093-4096724	.
chr9:4097551-4098424	.
chr9:4118418-4119127	.
chr9:41954210-41955427	.
chr9:4205374-4205874	.
chr9:4206234-4207242	.
chr9:4207817-4208317	.
chr9:4228545-4229045	.
chr9:4235871-4236904	.
chr9:4237599-4238536	.
chr9:4296950-4298606	.
chr9:4299027-4300498	.
chr9:43684884-43922473	CNTNAP3B
chr9:44227194-44227694	.
chr9:4490426-4587469	SLC1A1
chr9:4596313-4596813	.
chr9:4662293-4665272	PLPP6
chr9:4676600-4679480	CDC37L1-AS1
chr9:4678575-4680472	.
chr9:4679552-4708398	CDC37L1
chr9:4686340-4687648	.
chr9:469597-470672	.
chr9:4705956-4706569	.
chr9:4709556-4741309	AK3
chr9:4740197-4741559	.
chr9:4749970-4750470	.
chr9:4756000-4756869	.
chr9:4792057-4793124	.
chr9:4792833-4861077	RCL1
chr9:4797961-4798461	.
chr9:4798666-4799166	.
chr9:4828651-4829151	.
chr9:4837078-4838030	.
chr9:4850023-4851221	.
chr9:4855449-4856444	.
chr9:4887475-4888065	.
chr9:4890265-4891014	.
chr9:4933052-4933710	.
chr9:4936172-4936672	.
chr9:4942139-4942815	.
chr9:4984228-4985541	.
chr9:4985229-5128183	JAK2
chr9:4987844-4988344	.
chr9:5013301-5013801	.
chr9:504694-746106	KANK1
chr9:5263483-5263983	.
